address,categories,city,country,keys,latitude,longitude,menus.amountMax,menus.amountMin,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
Cascade Village Mall Across From Target,Pizza Place,Bend,US,us/or/bend/cascadevillagemallacrossfromtarget/-2134715703,44.10266476,-121.3007971,22.5,15.5,USD,2016-03-31T02:19:42Z,,Bianca Pizza,Little Pizza Paradise,97701,,0,0,OR
Cascade Village Mall Across From Target,Pizza Place,Bend,US,us/or/bend/cascadevillagemallacrossfromtarget/-2134715703,44.10266476,-121.3007971,18.95,18.95,USD,2016-03-31T02:19:42Z,,Cheese Pizza,Little Pizza Paradise,97701,,0,0,OR
148 S Barrington Ave,American Restaurant,Los Angeles,US,us/brentwood/losangeles/148sbarringtonave/-1516414008,34.06456347,-118.4690173,12,12,USD,2015-10-23T03:57:26Z,,"Pizza, Margherita",The Brentwood,90049,USD,50,55,Brentwood
148 S Barrington Ave,American Restaurant,Los Angeles,US,us/brentwood/losangeles/148sbarringtonave/-1516414008,34.06456347,-118.4690173,13,13,USD,2015-10-23T03:57:26Z,,"Pizza, Mushroom",The Brentwood,90049,USD,50,55,Brentwood
148 S Barrington Ave,American Restaurant,Los Angeles,US,us/brentwood/losangeles/148sbarringtonave/-1516414008,34.06456347,-118.4690173,13,13,USD,2015-10-23T03:57:26Z,"Olives, onions, capers, tomatoes","Pizza, Puttenesca",The Brentwood,90049,USD,50,55,Brentwood
148 S Barrington Ave,American Restaurant,Los Angeles,US,us/brentwood/losangeles/148sbarringtonave/-1516414008,34.06456347,-118.4690173,15,15,USD,2015-10-23T03:57:26Z,,"Pizza, Salami Piccante",The Brentwood,90049,USD,50,55,Brentwood
148 S Barrington Ave,American Restaurant,Los Angeles,US,us/brentwood/losangeles/148sbarringtonave/-1516414008,34.06456347,-118.4690173,15,15,USD,2015-10-23T03:57:26Z,,"Pizza, White Truffle Meat Sauce",The Brentwood,90049,USD,50,55,Brentwood
5142 Hollywood Blvd,Pizza Place,Los Angeles,US,us/losfeliz/losangeles/5142hollywoodblvd/-286711359,34.1017424,-118.3019729,10.99,7.99,USD,2016-06-14T02:33:07Z,Choose a pizza size.,Cheese Pizza,Bravo Pizza Hollywood,90027,,0,0,Los Feliz
5142 Hollywood Blvd,Pizza Place,Los Angeles,US,us/losfeliz/losangeles/5142hollywoodblvd/-286711359,34.1017424,-118.3019729,11.99,7.99,USD,2016-06-14T02:33:07Z,"Canadian bacon, pineapple.",Hawaiian Pizza,Bravo Pizza Hollywood,90027,,0,0,Los Feliz
5142 Hollywood Blvd,Pizza Place,Los Angeles,US,us/losfeliz/losangeles/5142hollywoodblvd/-286711359,34.1017424,-118.3019729,16.99,11.99,USD,2016-06-14T02:33:07Z,,Meat Lover Pizza,Bravo Pizza Hollywood,90027,,0,0,Los Feliz
5142 Hollywood Blvd,Pizza Place,Los Angeles,US,us/losfeliz/losangeles/5142hollywoodblvd/-286711359,34.1017424,-118.3019729,5.99,5.99,USD,2016-06-14T02:33:07Z,,Pizza Sub,Bravo Pizza Hollywood,90027,,0,0,Los Feliz
5142 Hollywood Blvd,Pizza Place,Los Angeles,US,us/losfeliz/losangeles/5142hollywoodblvd/-286711359,34.1017424,-118.3019729,5.99,5.99,USD,2016-06-14T02:33:07Z,,Super Pizza Sub,Bravo Pizza Hollywood,90027,,0,0,Los Feliz
5142 Hollywood Blvd,Pizza Place,Los Angeles,US,us/losfeliz/losangeles/5142hollywoodblvd/-286711359,34.1017424,-118.3019729,16.99,10.99,USD,2016-06-14T02:33:07Z,,Veggie Pizza,Bravo Pizza Hollywood,90027,,0,0,Los Feliz
801 Saint Emanuel St,Bar,Houston,US,us/tx/houston/801saintemanuelst/960946322,29.75247947,-95.35416442,9.95,9.95,USD,2016-06-18T15:32:15Z,Choose any of your own toppings to make it your own,Create Your Own Pizza,Lucky's Pub,77003,USD,25,40,TX
478 South St,American Restaurant,Hyannis,US,us/ma/hyannis/478southst/-1587858019,41.64827787,-70.29134463,8.95,8.95,USD,2016-07-01T15:03:32Z,,Cheese Pizza,Roadhouse Cafe,2601,,0,0,MA
478 South St,American Restaurant,Hyannis,US,us/ma/hyannis/478southst/-1587858019,41.64827787,-70.29134463,10.95,10.95,USD,2016-07-01T15:03:32Z,,Pepperoni Pizza,Roadhouse Cafe,2601,,0,0,MA
1 N University Hl,University,Provo,US,us/ut/provo/1nuniversityhl/-27460736,40.25083927,-111.6492677,19.95,15.71,USD,"2016-03-31T02:22:37Z,2016-06-08T16:20:20Z",Seven layer bean dip,Mexican Pizza Dip,Brigham Young University,84602,,0,0,UT
200 E Chestnut St,Italian Restaurant,Chicago,US,us/ontariostreet/chicago/200echestnutst/833773736,41.89854289,-87.6219955,10.99,10.99,USD,2016-01-12T23:21:20Z,,Pizza Margherita,Francesca's On Chestnut,60611,USD,25,40,Ontario Street
200 E Chestnut St,Italian Restaurant,Chicago,US,us/ontariostreet/chicago/200echestnutst/833773736,41.89854289,-87.6219955,10.99,10.99,USD,2016-04-24T00:00:00Z,,Pizza Margherita,Francesca's On Chestnut,60611,USD,25,40,Ontario Street
145 E Gay St,Bagels,West Chester,US,us/pa/westchester/145egayst/343398393,39.96193,-75.60276,2.59,2.59,USD,"2015-10-23T03:46:04Z,2016-03-29T04:58:05Z",,Pizza Bagel (plain),Country Bagel Bakery,19380,,0,0,PA
145 E Gay St,Bagels,West Chester,US,us/pa/westchester/145egayst/343398393,39.96193,-75.60276,3.29,3.29,USD,"2015-10-23T03:46:04Z,2016-03-29T04:58:05Z",,Pizza Bagel With Mushroom,Country Bagel Bakery,19380,,0,0,PA
145 E Gay St,Bagels,West Chester,US,us/pa/westchester/145egayst/343398393,39.96193,-75.60276,3.29,3.29,USD,"2015-10-23T03:46:04Z,2016-03-29T04:58:05Z",,Pizza Bagel With Pepperoni,Country Bagel Bakery,19380,,0,0,PA
145 E Gay St,Bagels,West Chester,US,us/pa/westchester/145egayst/343398393,39.96193,-75.60276,3.59,3.59,USD,"2015-10-23T03:46:04Z,2016-03-29T04:58:05Z",,Pizza Bagel With Pepperoni and Mushroom,Country Bagel Bakery,19380,,0,0,PA
26900 Newport Rd,Italian Restaurant,Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z","BBQ Sauce, Mozzarella Cheese, diced Chicken Breast, Onions",Bbq Chicken Pizza,Giovanni's Pizza and Pasta,92584,USD,25,40,CA
26900 Newport Rd,Italian Restaurant,Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Breakfast Pizza,Giovanni's Pizza and Pasta,92584,USD,25,40,CA
26900 Newport Rd,Italian Restaurant,Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Cadillac Pizza,Giovanni's Pizza and Pasta,92584,USD,25,40,CA
26900 Newport Rd,Italian Restaurant,Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Hawaiin Pizza,Giovanni's Pizza and Pasta,92584,USD,25,40,CA
26900 Newport Rd,Italian Restaurant,Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Pesto Chicken Pizza,Giovanni's Pizza and Pasta,92584,USD,25,40,CA
26900 Newport Rd,Italian Restaurant,Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,4.59,4.59,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Pizza Bread,Giovanni's Pizza and Pasta,92584,USD,25,40,CA
26900 Newport Rd,Italian Restaurant,Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Southwest Pizza,Giovanni's Pizza and Pasta,92584,USD,25,40,CA
26900 Newport Rd,Italian Restaurant,Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Thai Chicken Pizza,Giovanni's Pizza and Pasta,92584,USD,25,40,CA
26900 Newport Rd,Italian Restaurant,Menifee,US,us/ca/menifee/26900newportrd/95765161,33.68678191,-117.1903038,8.99,8.99,USD,"2016-03-30T04:25:03Z,2016-05-05T00:55:24Z",,Vegetarian Pizza,Giovanni's Pizza and Pasta,92584,USD,25,40,CA
2111 Stewart Ave,Sandwich Place,Wausau,US,us/wi/wausau/2111stewartave/723163710,44.95747331,-89.66768203,4.99,4.99,USD,"2016-04-05T02:07:11Z,2016-08-04T16:14:47Z","Pepperoni, marinara, garlic, seasoning and parmesan cheese",Pizza,Philly's Subs,54401,USD,0,25,WI
1707 Delaware Ave,Asian Restaurant,Wilmington,US,us/de/wilmington/1707delawareave/1871406172,39.7583638,-75.5626631,12,12,USD,2016-03-29T05:23:07Z,,Tuna Pizza,Satsuma,19806,USD,0,30,DE
1707 Delaware Ave,Asian Restaurant,Wilmington,US,us/de/wilmington/1707delawareave/1871406172,39.7583638,-75.5626631,12,12,USD,"2016-08-22T00:00:00Z,2016-04-24T00:00:00Z",,Tuna Pizza,Satsuma,19806,USD,0,30,DE
116 Ann St,Family Style Restaurants,Pickens,US,us/sc/pickens/116annst/32165426,34.883816,-82.7078,2.99,2.99,USD,"2016-05-31T13:48:24Z,2016-04-05T03:05:47Z",,Small Pepperoni or Cheese Pizza,Gatehouse Restaurant,29671,,0,0,SC
2619 Red Bluff Kroger Jct,Pizza Place,Pasadena,US,us/tx/pasadena/2619redbluffkrogerjct/1770159848,29.716011,-95.200573,8,8,USD,2016-06-07T19:44:53Z,"Our original round pizza topped with pepperoni, sausage and bacon.",3 Meat Treat Pizza,Little Caesars Pizza,77506,,0,0,TX
2619 Red Bluff Kroger Jct,Pizza Place,Pasadena,US,us/tx/pasadena/2619redbluffkrogerjct/1770159848,29.716011,-95.200573,7,7,USD,2016-06-07T19:44:53Z,,Deep Dish Pizza,Little Caesars Pizza,77506,,0,0,TX
2619 Red Bluff Kroger Jct,Pizza Place,Pasadena,US,us/tx/pasadena/2619redbluffkrogerjct/1770159848,29.716011,-95.200573,9,9,USD,2016-06-07T19:44:53Z,"Our original round pizza topped with pepperoni, Italian sausage, mushroom, onion, and green pepper.",Ultimate Supreme Pizza,Little Caesars Pizza,77506,,0,0,TX
11165 S Eastern Ave,Pizza Place,Henderson,US,us/nv/henderson/11165seasternave/1844769155,35.98879,-115.101074,19.99,16.99,USD,"2016-03-27T05:31:16Z,2016-09-19T17:47:09Z","Broccoli, spinach, peppers and mushrooms",Garden Pizza,Joey's N Y Pizza,89052,,0,0,NV
11165 S Eastern Ave,Pizza Place,Henderson,US,us/nv/henderson/11165seasternave/1844769155,35.98879,-115.101074,18.99,15.99,USD,"2016-03-27T05:31:16Z,2016-09-19T17:47:09Z",,Margarita Pizza,Joey's N Y Pizza,89052,,0,0,NV
11165 S Eastern Ave,Pizza Place,Henderson,US,us/nv/henderson/11165seasternave/1844769155,35.98879,-115.101074,21.99,17.99,USD,"2016-03-27T05:31:16Z,2016-09-19T17:47:09Z","Sausage, pepperoni, meatballs, peppers, onions, black olives, mushrooms",Supreme Pizza,Joey's N Y Pizza,89052,,0,0,NV
11165 S Eastern Ave,Pizza Place,Henderson,US,us/nv/henderson/11165seasternave/1844769155,35.98879,-115.101074,16.99,13.99,USD,"2016-03-27T05:31:16Z,2016-09-19T17:47:09Z","Fresh mozzarella, fresh parmesan and fresh garlic",White Pizza,Joey's N Y Pizza,89052,,0,0,NV
21100 91st Pl S,Keymakers,Kent,US,us/wa/kent/2110091stpls/101945399,47.413195,-122.218841,1.75,1.75,USD,2017-03-03T22:40:19Z,"Italian pepperoni, hot italian sausage, fresh ground western beef, cob smoked bacon, marinated chicken breast, new england baked ham anchovy filets, fresh plum tomatoes, freshly cut broccoli, fresh white mushrooms, fresh green spinach, freshly sliced eggplant, freshly sliced red onions, freshly sliced green peppers, marinated sun dried tomatoes, sliced jalapeno peppers, roasted red peppers, freshly chopped garlic, california black olives, sweet hawaiian pineapple, marinated artichoke hearts, scrambled eggs new, italian gorgonzola cheese, greek feta cheese, vegan soy cheese, grated parmesan cheese, flavorful four cheese blend",Pizza Toppings,Keyme,98031,,0,0,WA
264 Lakeside Ave,Restaurants,Laconia,US,us/weirsbeach/laconia/264lakesideave/-638314910,43.607478,-71.459311,15,15,USD,2016-12-13T03:41:00Z,,Pizza,Tower Hill Tavern,3246,,0,0,Weirs Beach
1431 Plaza Pl,Restaurant,Southlake,US,us/tx/southlake/1431plazapl/851666666,32.945053,-97.12952,8.95,8.95,USD,2016-04-24T00:00:00Z,"Boursin, mozzarella, arugula, parmesan",Sausage Onion Jam Pizza,Brio Tuscan Grille - Southlake - Southlake Town Square,76092,USD,0,30,TX
3505 A Longmire Dr,Restaurant,College Station,US,us/tx/collegestation/3505longmiredr/1045531984,30.582817,-96.28639,13.99,13.99,USD,"2017-04-07T18:04:57Z,2016-12-01T19:48:10Z",,Cheese Pizza,Doubledave's Pizza Works,77845,USD,0,25,TX
3505 A Longmire Dr,Restaurant,College Station,US,us/tx/collegestation/3505longmiredr/1045531984,30.582817,-96.28639,3.99,3.99,USD,"2017-04-07T18:04:57Z,2016-12-01T19:48:10Z",,Chocolate Chip Pizza,Doubledave's Pizza Works,77845,USD,0,25,TX
711 N 132nd St,Pizza Place,Omaha,US,us/ne/omaha/711n132ndst/-893134561,41.266346,-96.119545,16.24,16.24,USD,"2016-03-29T04:44:21Z,2017-01-12T18:47:37Z","Mozzarella, ricotta, garlic, no sauce",White Pizza,Frank's Pizzeria,68154,,0,0,NE
190 N Swift Rd,Pizza Place,Addison,US,us/il/addison/190nswiftrd/1318595626,41.9317,-88.0421,6.7,6.7,USD,"2016-03-29T04:54:16Z,2016-04-23T14:43:32Z","Our backed light crust, stuffed and folded with our freshest ingredients, basted with garlic butter, sprinkled with romano cheese and parsley",Cheese Pizzarito,Casino's Pizza,60101,,0,0,IL
190 N Swift Rd,Pizza Place,Addison,US,us/il/addison/190nswiftrd/1318595626,41.9317,-88.0421,2.76,2.76,USD,"2016-03-29T04:54:16Z,2016-04-23T14:43:32Z",Served all day,Pizza Slices,Casino's Pizza,60101,,0,0,IL
11651 W 64th Ave,Bakery,Arvada,US,us/co/arvada/11651w64thave/-39981986,39.812937,-105.129404,7.99,7.99,USD,2016-05-01T04:51:27Z,,Pizza Dough Balls,Glutenfree Things,80004,,0,0,CO
11651 W 64th Ave,Bakery,Arvada,US,us/co/arvada/11651w64thave/-39981986,39.812937,-105.129404,7.99,7.99,USD,2016-05-01T04:51:27Z,,Pizza Dough Flats,Glutenfree Things,80004,,0,0,CO
22 Englar Rd,Italian Restaurant,Westminster,US,us/md/westminster/22englarrd/434131710,39.58133698,-76.98956,15.95,9,USD,"2016-03-21T00:01:32Z,2016-06-27T14:06:56Z",,Margherita Pizza,Mediterraneo Ristorante,21157,USD,25,40,MD
50a,Pub,Hermosa Beach,US,us/ca/hermosabeach/50a/-2089456359,33.862,-118.400769,9.75,9.75,USD,2016-03-24T09:56:05Z,,Build Your Own Pizza,Patrick Molloy's Sports Pub,90254,USD,25,40,CA
50a,Pub,Hermosa Beach,US,us/ca/hermosabeach/50a/-2089456359,33.862,-118.400769,11.5,11.5,USD,2016-06-08T16:15:51Z,,Build Your Own Pizza,Patrick Molloy's Sports Pub,90254,USD,25,40,CA
50a,Pub,Hermosa Beach,US,us/ca/hermosabeach/50a/-2089456359,33.862,-118.400769,3,3,USD,2016-06-08T16:15:51Z,,Cheese Pizza,Patrick Molloy's Sports Pub,90254,USD,25,40,CA
19 Kelly St,Pizza Place,Luzerne,US,us/pa/luzerne/19kellyst/-1524403970,41.285007,-75.898346,13.95,13.95,USD,2016-04-02T05:46:16Z,Mild or hot,Chicken Wing Pizza,Salerno's Pizza Restaurant,18709,,0,0,PA
19 Kelly St,Pizza Place,Luzerne,US,us/pa/luzerne/19kellyst/-1524403970,41.285007,-75.898346,9.95,9.95,USD,2016-04-02T05:46:16Z,,Neapolitan Style Pizza,Salerno's Pizza Restaurant,18709,,0,0,PA
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,19.95,19.95,USD,"2015-10-23T22:38:41Z,2016-07-07T20:44:34Z",,Blt Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,11.95,11.95,USD,2015-10-23T22:38:41Z,,Cheese Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,11.95,11.95,USD,2016-07-07T20:44:34Z,Classic cheese or create your own pizza.,Cheese Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,2,2,USD,"2015-10-23T22:38:41Z,2016-07-07T20:44:34Z",,Cheese Pizza Slice,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,22.95,22.95,USD,2015-10-23T22:38:41Z,,Cheesesteak Stuffed Cheese Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,22.95,22.95,USD,2016-07-07T20:44:34Z,With beef or chicken in double crust pizza.,Cheesesteak Stuffed Cheese Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,19.95,19.95,USD,"2015-10-23T22:38:41Z,2016-07-07T20:44:34Z",,Chicken Alfredo Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,19.95,19.95,USD,"2015-10-23T22:38:41Z,2016-07-07T20:44:34Z",,Chicken Parmigiana Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,19.95,19.95,USD,2015-10-23T22:38:41Z,,Chicken Wing Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,19.95,19.95,USD,2016-07-07T20:44:34Z,"Hot sauce, celery, grilled chicken and bleu cheese.",Chicken Wing Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,15.95,15.95,USD,2015-10-23T22:38:41Z,,Margherita Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,15.95,15.95,USD,2016-07-07T20:44:34Z,Brooklyn style. Square thick pan pizza.,Margherita Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,15.95,15.95,USD,2015-10-23T22:38:41Z,,Old Fashion Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,15.95,15.95,USD,2016-07-07T20:44:34Z,No cheese on it. Square thick pan pizza.,Old Fashion Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,12.95,12.95,USD,2015-10-23T22:38:41Z,,Old Fashion Tomato Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,12.95,12.95,USD,2016-07-07T20:44:34Z,No cheese.,Old Fashion Tomato Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,4.25,4.25,USD,"2015-10-23T22:38:41Z,2016-07-07T20:44:34Z",,Pizza Fries,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,7.25,7.25,USD,"2015-10-23T22:38:41Z,2016-07-07T20:44:34Z",,Pizza Steak Sub,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,19.95,19.95,USD,2015-10-23T22:38:41Z,,Rancher Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,19.95,19.95,USD,2016-07-07T20:44:34Z,"Bacon, chicken, green peppers, chopped tomatoes and cheddar cheese.",Rancher Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,15.95,15.95,USD,2015-10-23T22:38:41Z,,Sicilian Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,15.95,15.95,USD,2016-07-07T20:44:34Z,Classic cheese or create your own square thick pan sicilian pizza.,Sicilian Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,19.95,19.95,USD,2015-10-23T22:38:41Z,,Taco Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,19.95,19.95,USD,2016-07-07T20:44:34Z,"Lettuce, tomatoes, ground beef and cheddar cheese.",Taco Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,14.95,14.95,USD,2015-10-23T22:38:41Z,,Trenton Tomato Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,14.95,14.95,USD,2016-07-07T20:44:34Z,"Cheese on bottom, plum tomatoes on top.",Trenton Tomato Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,11.95,11.95,USD,2015-10-23T22:38:41Z,,White Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
111 Lawrence Rd,Pizza Place,Lawrence Township,US,us/lawrenceville/lawrencetownship/111lawrencerd/1913172165,40.24614006,-74.74381959,11.95,11.95,USD,2016-07-07T20:44:34Z,Classic cheese or create your own pizza.,White Pizza,Nino's Trattoria & Pizzeria,8648,,0,0,Lawrenceville
44 N Brentwood,Restaurant,Saint Louis,US,us/mo/saintlouis/44nbrentwood/1443842812,38.649703,-90.341542,5,5,USD,2016-08-21T00:00:00Z,,Cheese Pizza,Oceano Bistro - Clayton,63105,USD,0,30,MO
2901 Watson Blvd,Italian Restaurant,Endicott,US,us/crestviewheights/endicott/2901watsonblvd/-1071152417,42.11067,-76.02803,9.5,9.5,USD,2016-05-24T21:19:10Z,,Pizza,Brothers 2,13760,USD,25,40,Crestview Heights
100 Charlton Rd,American Restaurant,Sturbridge,US,us/ma/sturbridge/100charltonrd/1825321137,42.12484282,-72.05860695,5.99,5.99,USD,"2016-03-30T04:27:54Z,2016-05-31T08:04:02Z",,Half Pizzas,Uno Pizzeria & Grill - Sturbridge,1566,USD,25,40,MA
100 Charlton Rd,American Restaurant,Sturbridge,US,us/ma/sturbridge/100charltonrd/1825321137,42.12484282,-72.05860695,2.99,2.99,USD,"2016-03-30T04:27:54Z,2016-05-31T08:04:02Z",,Mini Cheese and Tomato Deep Dish Pizza,Uno Pizzeria & Grill - Sturbridge,1566,USD,25,40,MA
100 Charlton Rd,American Restaurant,Sturbridge,US,us/ma/sturbridge/100charltonrd/1825321137,42.12484282,-72.05860695,2.99,2.99,USD,"2016-03-30T04:27:54Z,2016-05-31T08:04:02Z",,Mini Cheese or Pepperoni Thin Crust Pizza,Uno Pizzeria & Grill - Sturbridge,1566,USD,25,40,MA
100 Charlton Rd,American Restaurant,Sturbridge,US,us/ma/sturbridge/100charltonrd/1825321137,42.12484282,-72.05860695,8.99,8.99,USD,"2016-03-30T04:27:54Z,2016-05-31T08:04:02Z",,Pizza of The Day,Uno Pizzeria & Grill - Sturbridge,1566,USD,25,40,MA
100 Charlton Rd,American Restaurant,Sturbridge,US,us/ma/sturbridge/100charltonrd/1825321137,42.12484282,-72.05860695,2.99,2.99,USD,"2016-03-30T04:27:54Z,2016-05-31T08:04:02Z","Deep dish crust filled with red bliss mashed potatoes. topped with bacon, cheddar and sour cream",Pizza Skins,Uno Pizzeria & Grill - Sturbridge,1566,USD,25,40,MA
401 E Whitestone Blvd,Pizza Place,Cedar Park,US,us/tx/cedarpark/401ewhitestoneblvd/1045531984,30.52266137,-97.82690265,5.99,5.99,USD,2016-12-31T11:07:23Z,,Cheese Pizza,Doubledave's Pizzaworks,78613,USD,0,25,TX
401 E Whitestone Blvd,Pizza Place,Cedar Park,US,us/tx/cedarpark/401ewhitestoneblvd/1045531984,30.52266137,-97.82690265,3.99,3.99,USD,2016-12-31T11:07:23Z,,Chocolate Chip Pizza,Doubledave's Pizzaworks,78613,USD,0,25,TX
